title,doi,pmid,pmc,altmetric_jid,issns,journal,cohorts.pub,cohorts.sci,abstract,abstract_source,context.all.count,context.all.mean,context.all.rank,context.all.pct,context.all.higher_than,context.journal.count,context.journal.mean,context.journal.rank,context.journal.pct,context.journal.higher_than,context.similar_age_3m.count,context.similar_age_3m.mean,context.similar_age_3m.rank,context.similar_age_3m.pct,context.similar_age_3m.higher_than,context.similar_age_journal_3m.count,context.similar_age_journal_3m.mean,context.similar_age_journal_3m.rank,context.similar_age_journal_3m.pct,context.similar_age_journal_3m.higher_than,authors1,authors2,authors3,authors4,authors5,authors6,authors7,authors8,authors9,authors10,authors11,type,altmetric_id,schema,is_oa,cited_by_posts_count,cited_by_rh_count,cited_by_tweeters_count,cited_by_accounts_count,last_updated,score,history.1y,history.6m,history.3m,history.1m,history.1w,history.6d,history.5d,history.4d,history.3d,history.2d,history.1d,history.at,url,added_on,published_on,readers.citeulike,readers.mendeley,readers.connotea,readers_count,images.small,images.medium,images.large,details_url,arxiv_id,ads_id,publisher_subjects.name,publisher_subjects.scheme,scopus_subjects1,scopus_subjects2,cited_by_fbwalls_count,issns1,issns2,cited_by_peer_review_sites_count,subjects,scopus_subjects3,scopus_subjects4,publisher_subjects.name1,publisher_subjects.name2,publisher_subjects.scheme1,publisher_subjects.scheme2,cohorts.doc,cohorts.com,cited_by_feeds_count,cited_by_wikipedia_count,publisher_subjects.name3,publisher_subjects.scheme3,cited_by_patents_count,subjects1,subjects2,scopus_subjects5,publisher_subjects.name4,publisher_subjects.scheme4,cited_by_msm_count,cited_by_gplus_count,publisher_subjects.name5,publisher_subjects.scheme5,subjects3,uri,authors,authors12,cited_by_rdts_count,cited_by_policies_count,cited_by_qna_count,authors13,authors14,authors15,publisher_subjects.name6,publisher_subjects.name7,publisher_subjects.name8,publisher_subjects.scheme6,publisher_subjects.scheme7,publisher_subjects.scheme8,scopus_subjects6,scopus_subjects7,scopus_subjects8,cited_by_videos_count,cited_by_weibo_count,handles,handle,authors16,authors17,authors18,authors19,authors20,authors21,authors22,authors23,authors24,authors25,authors26,authors27,authors28,authors29,authors30,authors31,authors32,authors33,publisher_subjects.name9,publisher_subjects.name10,publisher_subjects.scheme9,publisher_subjects.scheme10,authors34,authors35,authors36,authors37,authors38,authors39,authors40,authors41,authors42,authors43,authors44,issns3,authors45,authors46,authors47,authors48,authors49,authors50,authors51,authors52,urn,authors53,authors54,authors55,authors56,authors57,authors58,authors59,authors60,authors61,authors62,authors63,authors64,authors65,authors66,authors67,authors68,authors69,authors70,authors71,authors72,authors73,authors74,authors75,authors76,authors77,authors78,authors79,authors80,authors81,authors82,authors83,authors84,authors85,authors86,authors87,authors88,authors89,authors90,authors91,authors92,authors93,authors94,authors95,authors96,authors97,authors98,authors99,authors100,authors101,authors102,authors103,authors104,authors105,authors106,authors107,authors108,authors109,authors110,authors111,authors112,authors113,authors114,authors115,authors116,authors117,authors118
"Congruence of chloroplast- and nuclear-encoded DNA sequence variations used to assess species boundaries in the soil microalga Heterococcus (Stramenopiles, Xanthophyceae)",10.1186/1471-2148-13-39,23402662,NA,4f6fa4d03cf058f6100007b5,1471-2148,BMC Evolutionary Biology,NA,NA,"Heterococcus is a microalgal genus of Xanthophyceae (Stramenopiles) that is common and widespread in soils, especially from cold regions. Species are characterized by extensively branched filaments produced when grown on agarized culture medium. Despite the large number of species described exclusively using light microscopic morphology, the assessment of species diversity is hampered by extensive morphological plasticity.",pubmed,14644190,8.6019322259388,4493837,49,7256153,2643,10.55170325511,1326,40,1075,246990,6.9400799468804,73349,61,151657,221,9.3540636363636,100,52,117,Nataliya Rybalka,Matthias Wolf,Robert A Andersen,Thomas Friedl,NA,NA,NA,NA,NA,NA,NA,article,1235828,1.5.4,FALSE,1,NA,NA,1,1579197650,3,3,3,0,0,0,0,0,0,0,0,0,3,http://dx.doi.org/10.1186/1471-2148-13-39,1360717083,1356998400,0,26,0,26,https://badges.altmetric.com/?size=64&score=3&types=wwwwwwww,https://badges.altmetric.com/?size=100&score=3&types=wwwwwwww,https://badges.altmetric.com/?size=180&score=3&types=wwwwwwww,http://www.altmetric.com/details.php?citation_id=1235828,NA,NA,NA,NA,Agricultural and Biological Sciences,Life Sciences,NA,NA,NA,NA,biology,NA,NA,Evolutionary Biology,Genetics,era,era,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RNA-Seq of Bacillus licheniformis: active regulatory RNA features expressed within a productive fermentation,10.1186/1471-2164-14-667,24079885,NA,4f6fa4d03cf058f6100007b9,1471-2164,BMC Genomics,1,2,The production of enzymes by an industrial strain requires a complex adaption of the bacterial metabolism to the conditions within the fermenter. Regulatory events within the process result in a dynamic change of the transcriptional activity of the genome. This complex network of genes is orchestrated by proteins as well as regulatory RNA elements. Here we present an RNA-Seq based study considering selected phases of an industry-oriented fermentation of Bacillus licheniformis.,pubmed,12373620,7.688659013166,3059886,75,9292430,7313,4.2631854485777,1755,75,5513,160175,7.7855287374982,37418,76,122355,28,5.9859259259259,10,64,18,Sandra Wiegand,Sascha Dietrich,Robert Hertel,Johannes Bongaerts,Stefan Evers,Sonja Volland,Rolf Daniel,Heiko Liesegang,NA,NA,NA,article,1793017,1.5.4,FALSE,4,NA,3,4,1473865401,4.25,0,0,0,0,0,0,0,0,0,0,0,4.25,http://dx.doi.org/10.1186/1471-2164-14-667,1380583535,1356998400,0,87,0,87,https://badges.altmetric.com/?size=64&score=5&types=ttttttww,https://badges.altmetric.com/?size=100&score=5&types=ttttttww,https://badges.altmetric.com/?size=180&score=5&types=ttttttww,http://www.altmetric.com/details.php?citation_id=1793017,NA,NA,NA,NA,"Biochemistry, Genetics and Molecular Biology",Life Sciences,NA,NA,NA,NA,genetics,NA,NA,Biological Sciences,Medical And Health Sciences,era,era,NA,NA,NA,1,Information And Computing Sciences,era,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
The inter-contact interval: a new measure to define frequent attenders in primary care,10.1186/1471-2296-14-162,24152427,NA,4f6fa4d03cf058f6100007b6,1471-2296,BMC Family Practice,2,NA,"Frequent attenders receive much attention in primary care research. Defining frequent attendance is crucial for an adequate view on this group of demanding patients. We aimed to develop a purely contact-based definition of ""frequent attendance"" and to apply it to real patients.",pubmed,11346364,7.2425271017582,6249913,43,4991802,1106,5.9986805429864,639,40,452,155311,7.2428225484517,63424,57,90016,40,4.1518461538462,25,37,15,Johannes Hauswaldt,Wolfgang Himmel,Eva Hummers-Pradier,NA,NA,NA,NA,NA,NA,NA,NA,article,1858222,1.5.4,FALSE,5,NA,4,4,1389482431,1.85,0,0,0,0,0,0,0,0,0,0,0,1.85,http://dx.doi.org/10.1186/1471-2296-14-162,1382677537,1382486400,0,54,0,54,https://badges.altmetric.com/?size=64&score=2&types=tttttttt,https://badges.altmetric.com/?size=100&score=2&types=tttttttt,https://badges.altmetric.com/?size=180&score=2&types=tttttttt,http://www.altmetric.com/details.php?citation_id=1858222,NA,NA,Public Health And Health Services,era,Medicine,Health Sciences,NA,NA,NA,NA,primaryhealthcare,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Treatment of chronic HCV genotype 1 infection with telaprevir: a Bayesian mixed treatment comparison of fixed-length and response-guided treatment regimens in treatment-naïve and –experienced patients,10.1186/1471-230x-13-148,24118976,NA,4f6fa4d03cf058f6100007b7,1471-230X,BMC Gastroenterology,2,NA,"Telaprevir (TVR) has been approved for response-guided-therapy (RGT) of chronic hepatitis C (HCV) genotype-1-infection in treatment-naïve and -experienced patients. In RGT-regimens patients that did not achieve extended rapid-virological-response (eRVR) within the first 4-12 weeks undergo treatment for 48-weeks, whereas in fixed-length-treatment (FLT) patients are treated for a fixed-duration regardless of their RVR.",pubmed,10202788,7.4447254868575,7611261,22,2247720,748,4.3407309236948,499,28,213,150634,7.2957236462132,93082,33,50211,15,6.6998571428571,11,26,4,Armin D Goralczyk,Silke Cameron,Ahmad Amanzada,NA,NA,NA,NA,NA,NA,NA,NA,article,1823523,1.5.4,FALSE,2,NA,2,2,1381828018,0.75,0,0,0,0,0,0,0,0,0,0,0,0.75,http://dx.doi.org/10.1186/1471-230x-13-148,1381711483,1381708800,0,19,0,19,https://badges.altmetric.com/?size=64&score=1&types=tttttttt,https://badges.altmetric.com/?size=100&score=1&types=tttttttt,https://badges.altmetric.com/?size=180&score=1&types=tttttttt,http://www.altmetric.com/details.php?citation_id=1823523,NA,NA,Clinical Sciences,era,Medicine,Health Sciences,NA,NA,NA,NA,gastroenterology,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plaque morphology detected with Duplex ultrasound before carotid angioplasty and stenting (CAS) is not a predictor of carotid artery in-stent restenosis, a case control study",10.1186/1471-2377-13-163,24191865,NA,4f6fa4d03cf058f6100007cc,1471-2377,BMC Neurology,1,1,In-stent restenosis (ISR) is an important factor endangering the long-term safety and efficacy of carotid artery angioplasty and stenting (CAS). It is plausible that soft vulnerable plaques are more likely to be injured during CAS procedure and are therefore more likely to initiate the cascade finally leading to ISR. The aim of this study was to investigate if plaque morphology detected by a simple applicable Duplex ultrasound score before CAS can be used as a predictor for ISR.,pubmed,13528132,8.1214836668739,7799596,40,5451929,1534,5.5689406392694,745,46,707,184428,8.3142504622428,85856,50,93417,198,4.0040609137056,100,43,87,Katrin Wasser,André Karch,Sonja Gröschel,Janin Witzenhausen,Klaus Gröschel,Mathias Bähr,Jan Liman,NA,NA,NA,NA,article,1885570,1.5.4,FALSE,4,NA,4,4,1383781657,1.5,0,0,0,0,0,0,0,0,0,0,0,1.5,http://dx.doi.org/10.1186/1471-2377-13-163,1383701673,1383609600,0,14,0,14,https://badges.altmetric.com/?size=64&score=2&types=tttttttt,https://badges.altmetric.com/?size=100&score=2&types=tttttttt,https://badges.altmetric.com/?size=180&score=2&types=tttttttt,http://www.altmetric.com/details.php?citation_id=1885570,NA,NA,NA,NA,Medicine,Health Sciences,NA,NA,NA,NA,neurology,NA,NA,Neurosciences,Cognitive Science,era,era,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cell stress molecules in the skeletal muscle of GNE myopathy,10.1186/1471-2377-13-24,23496965,NA,4f6fa4d03cf058f6100007cc,1471-2377,BMC Neurology,4,NA,"Mutations of the UDP-N-acetylglucosamine-2-epimerase/N-acetylmannosamine-kinase (GNE)-gene are causally related to GNE myopathy. Yet, underlying pathomechanisms of muscle fibre damage have remained elusive. In sporadic inclusion body myositis (sIBM), the pro-inflammatory cell-stress mediators αB-crystallin and inducible nitric oxide synthase (iNOS) are crucial markers of the disease pathology.",pubmed,4507072,5.1258131841361,1007508,64,2929233,900,3.3029343715239,215,74,667,89267,6.4531924808998,23235,71,63809,26,3.67616,10,57,15,Charlotte Fischer,Konstanze Kleinschnitz,Arne Wrede,Ingrid Muth,Niels Kruse,Ichizo Nishino,Jens Schmidt,NA,NA,NA,NA,article,1295153,1.5.4,FALSE,5,NA,5,5,1363109419,3,0,0,0,0,0,0,0,0,0,0,0,3,http://dx.doi.org/10.1186/1471-2377-13-24,1363051193,1363046400,0,24,0,24,https://badges.altmetric.com/?size=64&score=3&types=tttttttt,https://badges.altmetric.com/?size=100&score=3&types=tttttttt,https://badges.altmetric.com/?size=180&score=3&types=tttttttt,http://www.altmetric.com/details.php?citation_id=1295153,NA,NA,NA,NA,Medicine,Health Sciences,NA,NA,NA,NA,neurology,NA,NA,Neurosciences,Cognitive Science,era,era,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Is a hypothetical melanoma-like neuromelanin the underlying factor essential for the aetiopathogenesis and clinical manifestations of multiple sclerosis?,10.1186/1471-2377-13-91,23865526,NA,4f6fa4d03cf058f6100007cc,1471-2377,BMC Neurology,2,NA,"Multiple sclerosis (MS) has undergone a significant increase in incidence in the industrialised nations over the last 130 years. Changing environmental factors, possibly infections or a lack of or altered timing of them, determine the prevalence of the disease. Although a plethora of aetiological factors, clearly evident in a group of children with MS, appear relevant, there may nevertheless be a single factor essential for the aetiopathogenesis and clinical manifestation of MS.",pubmed,6228993,5.9654070340771,529897,91,5699114,1078,4.4145348189415,99,90,979,100380,7.6803671285827,11437,88,88943,45,4.8744090909091,6,86,39,Bernd Krone,John M Grange,NA,NA,NA,NA,NA,NA,NA,NA,NA,article,1632034,1.5.4,FALSE,7,NA,3,7,1375660800,10.554,0,0,0,0,0,0,0,0,0,0,0,10.554,http://dx.doi.org/10.1186/1471-2377-13-91,1374109419,1374105600,0,19,0,19,https://badges.altmetric.com/?size=64&score=11&types=btttffff,https://badges.altmetric.com/?size=100&score=11&types=btttffff,https://badges.altmetric.com/?size=180&score=11&types=btttffff,http://www.altmetric.com/details.php?citation_id=1632034,NA,NA,NA,NA,Medicine,Health Sciences,3,NA,NA,NA,neurology,NA,NA,Neurosciences,Cognitive Science,era,era,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unilateral phrenic nerve lesion in Lyme neuroborreliosis,10.1186/1471-2466-13-4,23327473,NA,4f6fa4d03cf058f6100007d9,1471-2466,BMC Pulmonary Medicine,6,NA,"Among a variety of more common differential diagnoses, the aetiology of acute respiratory failure includes Lyme neuroborreliosis.",pubmed,12483092,7.7349691802954,2726153,78,9746243,969,4.7667272727273,167,82,799,253526,6.6512696657136,50889,79,202313,1,0,1,1,0,Marija Djukic,Jörg Larsen,Paul Lingor,Roland Nau,NA,NA,NA,NA,NA,NA,NA,article,1183219,1.5.4,FALSE,16,NA,7,13,1450663628,5.5,0,0,0,0,0,0,0,0,0,0,0,5.5,http://dx.doi.org/10.1186/1471-2466-13-4,1358469556,1358467200,0,8,0,8,https://badges.altmetric.com/?size=64&score=6&types=ttttffff,https://badges.altmetric.com/?size=100&score=6&types=ttttffff,https://badges.altmetric.com/?size=180&score=6&types=ttttffff,http://www.altmetric.com/details.php?citation_id=1183219,NA,NA,Cardiovascular Medicine And Haematology,era,Medicine,Health Sciences,6,NA,NA,NA,pulmonarymedicine,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laser-supported partial laparoscopic nephrectomy for renal cell carcinoma without ischaemia time,10.1186/1471-2490-13-31,23786969,NA,4f6fa4d03cf058f6100007dc,1471-2490,BMC Urology,NA,NA,"To date, elective nephron-sparing surgery is an established method for the exstirpation of renal tumors. While open partial nephrectomy remains the reference standard of the management of renal masses, laparoscopic partial nephrectomy (LPN) continues to evolve. Conventional techniques include clamping the renal vessels risking ischaemic damage of the clamped organ. Thus, new techniques are needed that combine a sufficient tissue incision for exstirpation of the tumor with an efficient coagulation to assure haemostasis and abandon renal vessel clamping in LPN. Laser-excision of renal tumors during laparoscopic surgery seems to be a logical solution.",pubmed,3629536,4.93415564694,2742939,20,728721,120,2.9025546218487,89,19,23,85157,7.1549479778291,63226,20,17407,6,6.6,6,1,0,Hagen Loertzer,Arne Strauß,Rolf Herrmann Ringert,Philine Schneider,NA,NA,NA,NA,NA,NA,NA,article,1576354,1.5.4,FALSE,1,NA,1,1,1371919888,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,http://dx.doi.org/10.1186/1471-2490-13-31,1371920060,1371686400,0,11,0,11,https://badges.altmetric.com/?size=64&score=1&types=tttttttt,https://badges.altmetric.com/?size=100&score=1&types=tttttttt,https://badges.altmetric.com/?size=180&score=1&types=tttttttt,http://www.altmetric.com/details.php?citation_id=1576354,NA,NA,Clinical Sciences,era,Medicine,Health Sciences,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Comparison of clinical and dental panoramic findings: a practice-based crossover study,10.1186/1472-6831-13-48,24066660,NA,4f6fa4d03cf058f6100007d0,1472-6831,BMC Oral Health,2,NA,"Aim was to compare clinical findings with x-ray findings using dental panoramic radiography (DPR). In addition, type and frequency of secondary findings in x-rays were investigated.",pubmed,6239510,5.9592213230259,2133970,65,4059660,402,3.6566932668329,109,72,290,108901,7.9731635812673,35670,66,72374,21,3.885,6,71,15,Marc A Moll,Miriam Seuthe,Constantin von See,Antonia Zapf,Else Hornecker,Rainer F Mausberg,Dirk Ziebolz,NA,NA,NA,NA,article,1783140,1.5.4,FALSE,3,NA,3,3,1380276612,2.5,0,0,0,0,0,0,0,0,0,0,0,2.5,http://dx.doi.org/10.1186/1472-6831-13-48,1380162717,1380153600,0,44,0,44,https://badges.altmetric.com/?size=64&score=3&types=tttttttt,https://badges.altmetric.com/?size=100&score=3&types=tttttttt,https://badges.altmetric.com/?size=180&score=3&types=tttttttt,http://www.altmetric.com/details.php?citation_id=1783140,NA,NA,Dentistry,era,Dentistry,Health Sciences,NA,NA,NA,NA,dentistry,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13-year-old tuberous sclerosis patient with renal cell carcinoma associated with multiple renal angiomyolipomas developing multifocal micronodular pneumocyte hyperplasia,10.1186/1472-6890-13-4,23379654,NA,4f6fa4d03cf058f6100007af,1472-6890,BMC Clinical Pathology,9,NA,NA,NA,11234828,7.2251348699773,1172016,89,10048095,105,2.8118846153846,4,95,100,311296,7.2942866348641,42196,86,268517,9,0.99375,1,88,8,Carl Ludwig Behnes,Gunther Schütze,Christoph Engelke,Felix Bremmer,Bastian Gunawan,Heinz-Joachim Radzun,Stefan Schweyer,NA,NA,NA,NA,article,1217930,1.5.4,FALSE,14,NA,9,14,1392828183,9.5,0,0,0,0,0,0,0,0,0,0,0,9.5,http://dx.doi.org/10.1186/1472-6890-13-4,1360024213,1360022400,0,16,0,16,https://badges.altmetric.com/?size=64&score=10&types=tttttwff,https://badges.altmetric.com/?size=100&score=10&types=tttttwff,https://badges.altmetric.com/?size=180&score=10&types=tttttwff,http://www.altmetric.com/details.php?citation_id=1217930,NA,NA,NA,NA,Medicine,Health Sciences,4,NA,NA,NA,NA,NA,NA,Microbiology,Immunology,era,era,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
